SubNumberFrom,SubNumberTo,Distance
40446,53133,142.79782479955335
74071,74075,26.398156492664103
13158,13189,13.939471809417176
30067,30058,16.687266598266973
10042,10046,9.251721733328418
30051,30050,56.2077250056616
40405,40421,49.17884403277441
13152,13145,2.5997534160291624
28393,28394,14.309637082862263
40020,40021,4.207030963501278
10482,10503,16.9229596644209
60270,60380,6.794443713006521
28282,28297,2.843912379432288
10415,74020,33.78748050753561
60135,60192,8.27476180185371
40423,40411,37.27627901744601
23219,23136,4.259496350551366
25524,25542,17.97410496855053
60422,60370,5.734828293216768
40041,40494,6.482680216076036
21272,21377,20.43916050969415
60389,60193,14.2202992983661
13177,10061,2.074324180353452
25258,25278,5.9226490993512435
20122,20127,4.517872884958993
30116,30192,4.622283286714639
50120,50081,2.767201696302501
30132,30136,14.139914807300777
20182,21346,156.2734023418601
30104,30074,2.80235830645302
10053,10073,2.3036350796963756
40423,40424,22.56399352750098
40400,40440,40.10319783978455
10261,10224,1.8629354444995514
53120,53133,57.43006827349091
25246,25281,4.524453536725079
28038,28071,2.103902637207002
25345,25260,2.9144040026947513
10022,13096,36.227021034362885
25505,28430,39.5752559331296
13181,13162,17.090713507365226
25176,25222,1.0240288919168927
28427,28260,6.5544985485876
23191,23171,39.34476805274684
74045,74048,1.6300988091309592
23105,23104,3.8259831485542404
40473,40487,0.0
40492,40500,22.94485474332905
10359,10358,3.1686542801023263
10481,13273,19.693288991660438
21060,21039,3.1492610747162506
50112,50095,3.3066485151197016
20089,20084,2.0142254570588194
28218,28244,7.115591088114659
25380,25523,13.5173080208465
30039,30042,12.687946609276173
60174,60230,2.6228744643257556
60039,60042,19.065678052996066
25505,25410,3.3605247511847383
10071,10197,26.791273920821776
21113,21171,1.7986860197969494
60079,60114,26.55640857508426
25240,25341,5.836930591254767
23050,23181,3.2567191443882666
20096,20100,17.7225607074065
21351,21228,2.2894373565703723
10419,10422,7.695554370311679
40285,40449,36.02828255645273
28174,28214,6.308771673160061
60113,60112,7.851522032135096
53005,60083,27.54305694006077
28237,28270,14.094196862781265
40406,40446,44.54746317914228
25389,25585,2.2640201418608834
53082,53133,114.94619709284508
21141,21125,4.5088685606809475
23061,23195,2.4917713479737493
23009,23005,10.08909300830903
40396,40401,35.22697849702105
13014,13011,29.67211275183533
10133,10149,2.6302727269254538
53138,53149,41.43271596914772
25456,25467,9.053603653465064
21067,21068,0.9564405321288955
21366,21364,0.2389550946237485
21278,21251,5.90557083081405
20104,20203,33.24052107533474
40366,40387,56.02971886834649
10460,10436,13.013168876964839
21150,21187,3.315022696866254
25038,25075,44.31851041109446
25010,25013,5.311137176691307
25194,25588,39.14591633223456
13124,13125,4.575041026036351
20056,21330,12.33246057884931
13143,13138,3.2167297710754497
25546,25252,8.586282285058882
28123,28117,2.721389337557154
60001,60005,25.593090538241874
21073,21088,9.340386739617173
60085,60413,95.84822391936201
21045,21026,2.9651968922879144
40136,40167,32.26400001225456
23127,23131,10.868316077234642
13303,13248,32.53336808845558
60339,60414,43.9693887265982
40352,40465,15.798445418639718
77100,77119,21.01747824273915
30012,30177,6.582705809073074
60198,60182,0.7830735898541556
13042,13069,16.903533247514304
77134,77117,68.3656880995407
40317,40363,20.564118379142652
40421,40420,14.753461026175922
60136,60206,12.71698290238447
20175,20217,56.25091562132662
10067,10050,4.428472833587218
23027,23021,18.862978301451
80028,80039,36.04227030556265
10065,10125,29.306505674131802
23226,23086,13.013463287447442
40154,40197,2.182966521967131
77081,77119,177.2655471278326
74025,74027,6.56100397084602
25209,25212,3.5439833846585462
13172,13155,1.1901314725877052
28314,28462,8.895318366289583
28474,28414,36.041054463693875
10276,10281,24.738706284553984
40469,40474,18.782349479514433
25511,25550,16.11930790922428
53072,80003,1.588560947325002
25543,25502,0.799385413738302
25202,25209,1.7634739277352514
60147,60378,6.765312969078507
70057,70035,73.32500841794436
50199,50200,31.725758890337993
20159,20249,43.81624288292754
21105,21147,1.5107043820429984
28066,28067,2.5641529306737922
20098,20239,3.760295978903914
30046,30188,63.19730946089867
50155,50093,20.697166886268164
10007,10012,32.03992595257052
60378,60210,23.234206956732386
74099,74097,31.220540307998682
25498,25207,8.064168350972832
60193,60201,13.908843945519209
23136,23169,24.674124961544923
25155,25218,4.273992248189418
25358,25577,24.213176006861552
30002,20174,55.487086704649556
25278,25325,0.8374548647326153
50122,50037,56.90506672278824
74126,74055,10.704006760726376
53111,53112,61.17912354889199
13317,13263,48.12983338170332
30004,30019,7.326054496202791
60049,60048,35.248859221040036
40191,40213,3.9947528242535233
13209,13208,5.559754011677007
10241,10192,3.055172211706962
40033,40041,36.75003608329232
21287,21285,1.4847112063255725
40376,40380,62.21811897792459
10470,10429,53.399499402588496
60132,60167,11.959336972966794
25109,25115,3.8153630845719713
13072,13058,20.16675489862556
13305,13266,38.45051862292267
30057,30151,74.65775467103886
28161,28209,18.001847613039335
25575,25524,20.467701619548123
25343,25403,8.89268306625009
10187,10198,5.7941973309249954
30095,23209,21.321540177807215
23015,23013,5.641051378206163
10032,10031,2.225988335775733
13060,13061,5.704520646410825
60303,60291,6.574220401546637
40100,40458,2.3192530044602973
25371,25357,3.5451656569836283
10201,10254,12.55385881032406
10495,10472,0.07320067140630382
50216,50220,68.21897547371967
25384,25296,7.798415636098857
40199,40208,4.173681391463625
40438,40453,0.7255412010500256
25595,25516,5.16545160278118
50045,50109,23.582445397472096
21282,21304,1.2563805480508603
28045,28505,4.351277010450742
40283,40286,18.290454979243343
10229,10208,3.68050219001847
25016,25021,9.580349501591945
25282,25406,3.681985111009069
70002,70007,63.72432179806437
10208,10270,1.2794931400270824
21341,23052,106.71584766920574
28106,28111,6.8325049025717774
60331,60403,7.375438289017459
70021,70020,41.142179686406735
60196,60178,5.239263204314586
10256,10432,22.324857879723552
80031,80029,9.05873371262264
70014,70017,93.19939519757764
28190,28226,5.928821217247427
20215,20210,40.408804882802244
13166,13177,3.550388594136065
13226,13228,17.458804770353527
60340,60344,40.4494333296712
60031,60003,82.518316568662
21282,21317,14.149058698283985
74032,77105,115.518979328185
10058,10043,7.943008500107631
50192,50226,21.000935048757526
50137,50061,16.278760770391887
25408,28002,3.3355811165635627
13267,13121,12.48516743436658
77051,77053,14.072220107789255
21126,21191,4.518928132487408
40481,40405,139.08503098024707
30110,30124,5.15635142043059
10114,10096,5.254812087766898
28150,28167,16.450995811519046
40085,40176,8.552970905049689
40319,40343,10.874605076198513
70065,70076,0.22239016046719343
77072,77112,26.721725327629336
70023,70079,61.771752580936905
25481,25484,16.13885642013988
10022,10507,2.2819079646443345
60259,60247,13.823461056696406
13122,13147,21.380248746249737
21356,21360,44.25624934133269
74034,74037,22.168508869980524
13314,13317,53.268804418438926
13074,20017,49.94264022188033
10293,10448,27.514391096191208
74011,74026,36.50676250165674
77039,77056,43.78903634337282
21191,21148,2.1434282905430946
25277,25546,5.145363555809544
53044,53043,2.279587792713427
40298,40297,10.876095486464216
80019,80045,4.222391209435264
28154,28114,8.07564026901868
20219,20234,4.228499169131683
20043,20237,50.94283264907402
10441,10467,0.916662137831615
10383,10462,42.39150064602244
40189,40246,10.726528860807235
10264,10282,37.192737171615036
25327,25259,5.007158307420586
50221,50014,81.99050848385318
60233,60207,6.297584285189391
40226,40249,3.2178035406648307
60292,60262,3.5738069937635966
30065,30192,14.730862930737766
25299,25318,4.527323718560206
50217,50016,18.32499063099313
25464,25385,17.90372276106632
60369,60374,15.681790530870854
21260,21382,6.266079593619997
40053,40075,10.41001499331363
30069,30203,19.209284538209605
60403,60335,4.743385626128303
40397,40373,39.51768380579315
40025,40501,26.020282376664156
30104,30197,20.485035784693576
28323,28434,10.066832423722788
21181,21210,2.3837994233126416
