Substation,,,,,,,,,,,,,,
Longitude,Latitude,Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
-102.262,31.907,1,ODESSA 2,1,Far West,Far West Texas,1,115,,,20.78,5.89,,
-104.519,29.888,2,PRESIDIO 2,2,Far West,Far West Texas,1,115,,,15.41,4.37,,
-101.648,32.926,3,O DONNELL 1,3,Far West,Far West Texas,2,230,158.25,-30.38,,,,
-101.388,32.208,4,BIG SPRING 5,4,Far West,Far West Texas,2,115,25.73,-4.35,,,,
-104.625,31.093,5,VAN HORN,5,Far West,Far West Texas,1,115,,,7.01,1.99,0,-0.85
-102.201,30.931,6,IRAAN 2,6,Far West,Far West Texas,2,115,61.87,-11.88,,,,
-104.3,29.6,7,PRESIDIO 1,7,Far West,Far West Texas,2,115,9.97,0,,,0,-3.2
-101.97,30.028,8,SANDERSON,8,Far West,Far West Texas,1,115,,,2.99,0.85,0,9.61
-103.161,31.485,9,MONAHANS 2,9,Far West,Far West Texas,1,115,,,29.23,8.28,,
-103.085,31.17,10,GRANDFALLS,10,Far West,Far West Texas,1,115,,,2.22,0.63,,
-104.006,30.285,11,MARFA,11,Far West,Far West Texas,1,115,,,7.51,2.13,,
-101.502,31.763,12,GARDEN CITY,12,Far West,Far West Texas,1,115,,,2.89,0.82,0,31.05
-102.414,31.725,13,ODESSA 4,13,Far West,Far West Texas,1,115,,,18.34,5.2,,
-102.633,31.799,14,NOTREES,14,Far West,Far West Texas,1,115,,,0.07,0.02,,
-102.132,31.979,15,MIDLAND 4,15,Far West,Far West Texas,1,115,,,61.78,17.5,0,142.83
-101.117,31.993,16,BIG SPRING 1,16,Far West,Far West Texas,2,115,149.63,-23.15,,,0,69.95
-101.579,32.929,17,O DONNELL 2,17,Far West,Far West Texas,2,115,135,2.26,,,,
-102.631,31.969,18,ODESSA 6,18,Far West,Far West Texas,1,115,,,63.04,17.86,,
-101.22,32.039,19,BIG SPRINGS,19,Far West,Far West Texas,2,115,93.15,-3.42,,,,
-102.042,32.322,20,MIDLAND 2,20,Far West,Far West Texas,1,115,,,101.21,28.68,0,75.8
-101.247,32.88,21,COAHOMA,21,Far West,Far West Texas,1,115,,,10.01,2.84,,
